summary_scope,metric,rows_total,value_num,value_text
by_final_recommendation,pushes,4,0.0,BET
by_final_recommendation,voids,4,0.0,BET
by_final_recommendation,profit_units_total,4,-2.56,BET
by_final_recommendation,roi_percent,4,-64.0,BET
by_final_recommendation,avg_execution_score,4,132.36096,BET
by_final_recommendation,avg_primary_edge,4,0.210335,BET
by_execution_shortlist_source,shortlist_rows,3,3.0,PREMIUM_CORE
by_execution_shortlist_source,result_available_rows,3,3.0,PREMIUM_CORE
by_execution_shortlist_source,pending_rows,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,unmatched_rows,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,bet_rows,3,3.0,PREMIUM_CORE
by_execution_shortlist_source,lean_play_rows,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,premium_rows,3,3.0,PREMIUM_CORE
by_execution_shortlist_source,standard_rows,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,wins,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,losses,3,3.0,PREMIUM_CORE
by_execution_shortlist_source,pushes,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,voids,3,0.0,PREMIUM_CORE
by_execution_shortlist_source,profit_units_total,3,-3.0,PREMIUM_CORE
by_execution_shortlist_source,roi_percent,3,-100.0,PREMIUM_CORE
by_execution_shortlist_source,avg_execution_score,3,141.809428,PREMIUM_CORE
by_execution_shortlist_source,avg_primary_edge,3,0.220528,PREMIUM_CORE
by_execution_shortlist_source,shortlist_rows,1,1.0,PREMIUM_EXTENDED
by_execution_shortlist_source,result_available_rows,1,1.0,PREMIUM_EXTENDED
by_execution_shortlist_source,pending_rows,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,unmatched_rows,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,bet_rows,1,1.0,PREMIUM_EXTENDED
by_execution_shortlist_source,lean_play_rows,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,premium_rows,1,1.0,PREMIUM_EXTENDED
by_execution_shortlist_source,standard_rows,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,wins,1,1.0,PREMIUM_EXTENDED
by_execution_shortlist_source,losses,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,pushes,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,voids,1,0.0,PREMIUM_EXTENDED
by_execution_shortlist_source,profit_units_total,1,0.44,PREMIUM_EXTENDED
by_execution_shortlist_source,roi_percent,1,44.0,PREMIUM_EXTENDED
by_execution_shortlist_source,avg_execution_score,1,104.015556,PREMIUM_EXTENDED
by_execution_shortlist_source,avg_primary_edge,1,0.179756,PREMIUM_EXTENDED
by_league,shortlist_rows,2,2.0,La Liga
by_league,result_available_rows,2,2.0,La Liga
by_league,pending_rows,2,0.0,La Liga
by_league,unmatched_rows,2,0.0,La Liga
by_league,bet_rows,2,2.0,La Liga
by_league,lean_play_rows,2,0.0,La Liga
by_league,premium_rows,2,2.0,La Liga
by_league,standard_rows,2,0.0,La Liga
by_league,wins,2,0.0,La Liga
by_league,losses,2,2.0,La Liga
by_league,pushes,2,0.0,La Liga
by_league,voids,2,0.0,La Liga
by_league,profit_units_total,2,-2.0,La Liga
by_league,roi_percent,2,-100.0,La Liga
by_league,avg_execution_score,2,145.597748,La Liga
by_league,avg_primary_edge,2,0.241827,La Liga
by_league,shortlist_rows,1,1.0,League One
by_league,result_available_rows,1,1.0,League One
by_league,pending_rows,1,0.0,League One
by_league,unmatched_rows,1,0.0,League One
by_league,bet_rows,1,1.0,League One
by_league,lean_play_rows,1,0.0,League One
by_league,premium_rows,1,1.0,League One
by_league,standard_rows,1,0.0,League One
by_league,wins,1,1.0,League One
by_league,losses,1,0.0,League One
by_league,pushes,1,0.0,League One
by_league,voids,1,0.0,League One
by_league,profit_units_total,1,0.44,League One
by_league,roi_percent,1,44.0,League One
by_league,avg_execution_score,1,104.015556,League One
by_league,avg_primary_edge,1,0.179756,League One
by_league,shortlist_rows,1,1.0,Ligue 1
by_league,result_available_rows,1,1.0,Ligue 1
by_league,pending_rows,1,0.0,Ligue 1
by_league,unmatched_rows,1,0.0,Ligue 1
by_league,bet_rows,1,1.0,Ligue 1
by_league,lean_play_rows,1,0.0,Ligue 1
by_league,premium_rows,1,1.0,Ligue 1
by_league,standard_rows,1,0.0,Ligue 1
by_league,wins,1,0.0,Ligue 1
by_league,losses,1,1.0,Ligue 1
by_league,pushes,1,0.0,Ligue 1
by_league,voids,1,0.0,Ligue 1
by_league,profit_units_total,1,-1.0,Ligue 1
by_league,roi_percent,1,-100.0,Ligue 1
by_league,avg_execution_score,1,134.232789,Ligue 1
by_league,avg_primary_edge,1,0.177928,Ligue 1
by_market_primary,shortlist_rows,1,1.0,HOME_WIN
by_market_primary,result_available_rows,1,1.0,HOME_WIN
by_market_primary,pending_rows,1,0.0,HOME_WIN
by_market_primary,unmatched_rows,1,0.0,HOME_WIN
by_market_primary,bet_rows,1,1.0,HOME_WIN
by_market_primary,lean_play_rows,1,0.0,HOME_WIN
by_market_primary,premium_rows,1,1.0,HOME_WIN
by_market_primary,standard_rows,1,0.0,HOME_WIN
by_market_primary,wins,1,0.0,HOME_WIN
by_market_primary,losses,1,1.0,HOME_WIN
by_market_primary,pushes,1,0.0,HOME_WIN
by_market_primary,voids,1,0.0,HOME_WIN
by_market_primary,profit_units_total,1,-1.0,HOME_WIN
by_market_primary,roi_percent,1,-100.0,HOME_WIN
by_market_primary,avg_execution_score,1,147.766635,HOME_WIN
by_market_primary,avg_primary_edge,1,0.286166,HOME_WIN
by_market_primary,shortlist_rows,1,1.0,OVER_1_5
by_market_primary,result_available_rows,1,1.0,OVER_1_5
by_market_primary,pending_rows,1,0.0,OVER_1_5
by_market_primary,unmatched_rows,1,0.0,OVER_1_5
by_market_primary,bet_rows,1,1.0,OVER_1_5
by_market_primary,lean_play_rows,1,0.0,OVER_1_5
by_market_primary,premium_rows,1,1.0,OVER_1_5
by_market_primary,standard_rows,1,0.0,OVER_1_5
by_market_primary,wins,1,1.0,OVER_1_5
by_market_primary,losses,1,0.0,OVER_1_5
by_market_primary,pushes,1,0.0,OVER_1_5
by_market_primary,voids,1,0.0,OVER_1_5
by_market_primary,profit_units_total,1,0.44,OVER_1_5
by_market_primary,roi_percent,1,44.0,OVER_1_5
by_market_primary,avg_execution_score,1,104.015556,OVER_1_5
by_market_primary,avg_primary_edge,1,0.179756,OVER_1_5
by_market_primary,shortlist_rows,2,2.0,OVER_2_5
by_market_primary,result_available_rows,2,2.0,OVER_2_5
by_market_primary,pending_rows,2,0.0,OVER_2_5
by_market_primary,unmatched_rows,2,0.0,OVER_2_5
by_market_primary,bet_rows,2,2.0,OVER_2_5
by_market_primary,lean_play_rows,2,0.0,OVER_2_5
by_market_primary,premium_rows,2,2.0,OVER_2_5
by_market_primary,standard_rows,2,0.0,OVER_2_5
by_market_primary,wins,2,0.0,OVER_2_5
by_market_primary,losses,2,2.0,OVER_2_5
by_market_primary,pushes,2,0.0,OVER_2_5
by_market_primary,voids,2,0.0,OVER_2_5
by_market_primary,profit_units_total,2,-2.0,OVER_2_5
by_market_primary,roi_percent,2,-100.0,OVER_2_5
by_market_primary,avg_execution_score,2,138.830825,OVER_2_5
by_market_primary,avg_primary_edge,2,0.187708,OVER_2_5
