target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-18,2026-06-18T02:39:16+01:00,date_coherence_guard,DATE_MISMATCH_BLOCK,board_status=daily_board_md=MISSING_CORE; daily_board_csv=MISSING_CORE; mismatch_count=2; missing_core_count=2; trigger_date_counts=2026-06-17=2,Fix trigger/artifact date mismatch before using market signals.,NO,NO
2026-06-18,2026-06-18T02:39:16+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=real_objective_context_gate; forecast_rows=0; translator_rows=0; board_rows=0,Build missing required upstream component first: real_objective_context_gate.,NO,NO
2026-06-18,2026-06-18T02:39:16+01:00,real_shortlist_recovery_diagnostic,FILTERS_TOO_STRICT_OR_SELECTOR_NOT_RUN,root_cause=scoring has same-day rows but real shortlist/bets outputs are absent or empty; root_scored_same_day_rows=1; real_shortlist_rows=0; real_bet_rows=0; proxy_rows=0,Run/repair real selection step from scored matches into shortlist/bets-only outputs.,NO,NO
2026-06-18,2026-06-18T02:39:16+01:00,local_raw_fixture_discovery,LOCAL_RAW_CANDIDATES_FOUND,files_scanned=1942; accepted_rows=129; rejected_rows=12,"Review accepted rows, then feed normal scoring gates.",NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,raw_candidate_trust_gate,TRUSTED_RAW_SOURCE=121; QUARANTINE_REVIEW=8,rows_reviewed=129; trusted_rows=121; blocked_rows=0; quarantine_rows=8,Only TRUSTED_RAW_SOURCE rows may be considered for scoring; quarantine/rejected rows remain diagnostic only.,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,trusted_raw_candidate_promotion_gate,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=120; NOT_TRUSTED_NO_PROMOTION=8; TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=1,rows_reviewed=129; promoted_rows=0; blocked_rows=1; quarantine_rows=120,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,scoring_gap_explainer,MISSING_SCORED_ROW=120; NOT_TRUSTED_SKIPPED=8; SCORED_ROW_NO_DATA_BLOCKED=1,missing_scored_rows=120; no_data_blocked_rows=1; not_trusted_rows=8; promoted_rows=0,Repair scoring/enrichment for trusted raw candidates; no market discussion until rows are scored and non-blocked.,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,trusted_raw_scoring_queue,P1_TRUSTED_MISSING_SCORING=120,queue_rows=120; priority_counts=P1_TRUSTED_MISSING_SCORING=120; scoring_needed_counts=YES=120,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,queue_to_enrichment_dry_run,DRY_RUN_ONLY_NO_API_CALLS=120,rows_planned=120; risk_label_counts=MEDIUM=120; estimated_units=600; api_calls_executed=NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,enrichment_cost_approval_gate,WAIT_FOR_MANUAL_APPROVAL,estimated_call_units=600; approval_required=YES; api_calls_allowed=NO; api_calls_executed=NO,UNKNOWN,NO,NO
2026-06-18,2026-06-18T02:39:18+01:00,daily_board_self_heal,EMPTY_BY_PROMOTION_GATE,promoted_rows=0; board_rows_written=1_DIAGNOSTIC_ROW; reason=0 promoted raw candidates; no scoring-safe rows available,UNKNOWN,NO,NO
