shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
42,WATCHLIST,WATCH,2026-05-09,Switzerland,Super League,1538475,FC Zurich,Grasshoppers,76.95,71.75,MEDIUM_HIGH,2-1 / 1-0 / 2-0,UNDER_3_5,HOME_WIN,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,9,0,0,9,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.6856,1.51,0.6622516556291391,0.0233483443708608,0.5446,2.63,0.3802281368821293,0.1643718631178706,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.78 | visitante 1.05,Market edge primario: prob 0.686 | impl 0.662 | edge +0.023,Bias lado: +1.25 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,4.0,5.0,0.5,0.0,0.5,0.375,1.0,0.75,1.875,2.875,0.75,0.5,0.0,0.125,0.75,0.375,0.875,1.0,0.875,0.625,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.51,1.63,0,SKIPPED,
43,WATCHLIST,WATCH,2026-05-09,Austria,Bundesliga,1531283,WSG Wattens,FC BW Linz,76.68,71.48,MEDIUM_HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_WIN,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8374,1.33,0.7518796992481203,0.0855203007518797,0.6251,2.52,0.3968253968253968,0.2282746031746031,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.08 | visitante 2.19,Market edge primario: prob 0.837 | impl 0.752 | edge +0.086,Bias lado: -1.59 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,3.0,6.0,0.5,0.0,1.0,1.625,1.0,2.0,2.375,1.125,0.625,0.75,0.25,0.5,0.5,0.375,0.75,0.875,0.75,0.75,1.0,1.0,1.0,1.0,FT,1.0,1.0,1,WIN,LOSS,0.33,-1.0,0,SKIPPED,
44,WATCHLIST,WATCH,2026-05-09,Germany,Bundesliga,1388596,FC Augsburg,Borussia Mönchengladbach,75.97,70.27,MEDIUM_HIGH,2-2 / 2-1 / 1-2,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.6251,1.8,0.5555555555555556,0.0695444444444444,0.8152,1.15,0.8695652173913044,-0.0543652173913044,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.57 | visitante 1.53,Market edge primario: prob 0.625 | impl 0.556 | edge +0.070,Bias lado: +0.08 | tie=nan | hint=OVER_OR_BTTS_CHECK,9.0,11.0,0.0,0.0,1.125,1.25,1.5,1.25,1.875,1.375,0.875,0.75,0.0,0.375,0.875,0.5,1.0,0.625,0.625,0.375,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,LOSS,WIN,-1.0,0.15,0,SKIPPED,
45,WATCHLIST,WATCH,2026-05-09,Spain,Segunda División,1392190,Valladolid,Zaragoza,75.95,70.05,MEDIUM_HIGH,1-0 / 2-0 / 2-1,UNDER_3_5,HOME_DNB,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.9113,1.32,0.7575757575757576,0.1537242424242424,0.4658,,,,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.07 | visitante 0.60,Market edge primario: prob 0.911 | impl 0.758 | edge +0.154,Bias lado: +0.75 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,15.0,21.0,0.0,1.0,0.875,0.625,0.75,0.875,0.875,1.25,0.5,0.625,0.375,0.125,0.25,0.5,0.375,0.625,0.375,0.375,2.0,0.0,2.0,0.0,FT,2.0,0.0,1,WIN,WIN,0.32,,1,WIN,0.32
46,WATCHLIST,WATCH,2026-05-09,Turkey,Süper Lig,1394721,Alanyaspor,Kayserispor,75.93,70.73,MEDIUM_HIGH,2-1 / 1-0 / 2-0,UNDER_3_5,HOME_WIN,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.7514,1.42,0.7042253521126761,0.0471746478873238,0.5802,2.6,0.3846153846153846,0.1955846153846154,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.70 | visitante 0.83,Market edge primario: prob 0.751 | impl 0.704 | edge +0.047,Bias lado: +1.40 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,12.0,17.0,0.0,1.0,0.875,0.875,1.375,0.75,1.375,1.875,0.625,0.625,0.25,0.25,0.5,0.375,0.75,0.875,0.5,0.5,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,LOSS,WIN,-1.0,1.6,0,SKIPPED,
47,WATCHLIST,WATCH,2026-05-09,Netherlands,Eerste Divisie,1544648,De Graafschap,Almere City FC,75.73,70.73,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.802,1.44,0.6944444444444444,0.1075555555555556,0.9278,1.11,0.9009009009009008,0.0268990990990991,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.08 | visitante 2.22,Market edge primario: prob 0.802 | impl 0.694 | edge +0.108,Bias lado: -0.29 | tie=nan | hint=OVER_OR_BTTS_CHECK,4.0,5.0,0.5,0.5,1.375,1.875,2.125,2.375,1.5,1.625,0.875,1.0,0.25,0.125,0.625,0.875,0.875,1.0,0.75,1.0,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,WIN,WIN,0.44,0.11,1,WIN,0.44
48,WATCHLIST,WATCH,2026-05-09,Scotland,Premiership,1540012,Dundee,Livingston,75.17,69.97,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,BTTS_YES,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,9,0,0,9,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8067,1.28,0.78125,0.0254499999999999,0.61,1.8,0.5555555555555556,0.0544444444444444,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.56 | visitante 1.48,Market edge primario: prob 0.807 | impl 0.781 | edge +0.025,Bias lado: +0.43 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,3.0,6.0,0.5,0.0,1.125,1.0,1.375,1.375,1.75,1.5,0.75,0.75,0.125,0.25,0.625,0.625,0.75,0.875,0.75,0.5,3.0,0.0,3.0,0.0,FT,3.0,0.0,1,WIN,LOSS,0.28,-1.0,0,SKIPPED,
49,WATCHLIST,WATCH,2026-05-09,France,Ligue 2,1390012,Laval,Boulogne,75.09,69.39,MEDIUM_HIGH,1-1 / 2-1 / 1-2,UNDER_3_5,OVER_1_5,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.7994,1.32,0.7575757575757576,0.0418242424242424,0.6691,1.34,0.7462686567164178,-0.0771686567164178,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.07 | visitante 1.23,Market edge primario: prob 0.799 | impl 0.758 | edge +0.042,Bias lado: -0.26 | tie=nan | hint=OVER_OR_BTTS_CHECK,16.0,13.0,1.0,0.5,1.25,1.125,1.125,1.0,1.5,1.375,0.5,0.5,0.375,0.5,0.375,0.375,0.75,0.375,0.5,0.375,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.32,0.34,0,SKIPPED,
50,WATCHLIST,WATCH,2026-05-09,Turkey,Süper Lig,1394726,Gençlerbirliği S.K.,Kasımpaşa,74.94,69.74,MEDIUM_HIGH,0-1 / 0-2 / 1-2,AWAY_WIN,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,24,10,0,14,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.5996,3.27,0.3058103975535168,0.2937896024464832,0.633,1.44,0.6944444444444444,-0.0614444444444444,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.61 | visitante 1.54,Market edge primario: prob 0.600 | impl 0.306 | edge +0.294,Bias lado: -1.58 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,16.0,13.0,1.0,0.5,0.75,1.5,0.5,1.25,1.375,1.375,0.375,0.875,0.25,0.375,0.125,0.5,0.625,0.75,0.25,0.375,3.0,2.0,3.0,2.0,FT,3.0,2.0,1,LOSS,WIN,-1.0,0.44,1,LOSS,-1.0
51,WATCHLIST,WATCH,2026-05-09,Spain,La Liga,1391168,Sevilla,Espanyol,74.05,68.35,MEDIUM_HIGH,1-1 / 1-0 / 0-1,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8607,1.3,0.7692307692307692,0.0914692307692308,0.5885,1.45,0.6896551724137931,-0.1011551724137931,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 0.98 | visitante 1.00,Market edge primario: prob 0.861 | impl 0.769 | edge +0.091,Bias lado: +0.16 | tie=nan | hint=OVER_OR_BTTS_CHECK,17.0,13.0,1.0,0.0,0.875,0.375,0.875,0.5,1.75,1.5,0.625,0.5,0.125,0.25,0.5,0.5,0.75,0.625,0.375,0.375,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.3,0.45,0,SKIPPED,
52,WATCHLIST,WATCH,2026-05-09,Belgium,Jupiler Pro League,1542944,Beerschot VA,Lommel United,73.73,68.03,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,21,10,0,11,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.7994,1.7,0.5882352941176471,0.2111647058823529,0.9267,1.23,0.8130081300813008,0.1136918699186991,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.20 | visitante 2.08,Market edge primario: prob 0.799 | impl 0.588 | edge +0.211,Bias lado: +0.22 | tie=nan | hint=OVER_OR_BTTS_CHECK,,,,,2.125,2.0,2.375,2.125,1.5,1.25,1.0,0.875,0.25,0.125,0.75,0.75,0.875,0.875,0.75,0.875,1.0,3.0,1.0,3.0,FT,1.0,3.0,1,WIN,WIN,0.7,0.23,1,WIN,0.7
53,WATCHLIST,WATCH,2026-05-09,England,League One,1544062,Bolton,Bradford,73.51,68.51,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8339,1.32,0.7575757575757576,0.0763242424242424,0.6282,2.0,0.5,0.1281999999999999,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.59 | visitante 1.65,Market edge primario: prob 0.834 | impl 0.758 | edge +0.076,Bias lado: -0.21 | tie=nan | hint=OVER_OR_BTTS_CHECK,5.0,4.0,0.5,1.0,1.125,1.5,1.875,1.25,1.75,1.125,0.75,0.875,0.0,0.125,0.75,0.75,0.875,0.75,0.625,0.5,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
54,WATCHLIST,WATCH,2026-05-09,England,League One,1544061,Stevenage,Stockport County,73.24,68.24,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,23,10,0,13,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8067,1.42,0.7042253521126761,0.1024746478873238,0.5855,2.36,0.423728813559322,0.1617711864406779,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.39 | visitante 1.65,Market edge primario: prob 0.807 | impl 0.704 | edge +0.102,Bias lado: -0.35 | tie=nan | hint=OVER_OR_BTTS_CHECK,6.0,3.0,0.5,1.0,1.875,1.375,1.0,1.875,1.0,1.625,0.875,0.875,0.625,0.125,0.375,0.75,0.375,0.875,0.25,0.75,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,LOSS,-1.0,-1.0,1,LOSS,-1.0
55,WATCHLIST,WATCH,2026-05-09,France,Ligue 2,1389409,Clermont Foot,Guingamp,73.08,67.38,MEDIUM_HIGH,1-1 / 1-0 / 0-1,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,19,10,0,9,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8213,1.42,0.7042253521126761,0.1170746478873239,0.643,1.27,0.7874015748031495,-0.1444015748031495,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.08 | visitante 1.11,Market edge primario: prob 0.821 | impl 0.704 | edge +0.117,Bias lado: -0.06 | tie=nan | hint=OVER_OR_BTTS_CHECK,14.0,11.0,0.5,0.0,0.75,0.625,1.0,0.875,1.375,1.5,0.625,0.625,0.0,0.125,0.625,0.5,0.625,0.625,0.5,0.375,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,WIN,LOSS,0.42,-1.0,1,WIN,0.42
56,WATCHLIST,WATCH,2026-05-09,Scotland,Premiership,1540013,ST Mirren,Kilmarnock,72.15,66.95,MEDIUM_HIGH,1-2 / 0-1 / 1-1,UNDER_3_5,OVER_1_5,THIN,WATCH,WATCH,WATCH,WATCH,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,1,0,0,1,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57,Non-actionable recommendation matched promoted rule context; no upgrade applied.,0.7274,1.38,0.7246376811594204,0.0027623188405796,0.7402,1.3,0.7692307692307692,-0.0290307692307691,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.11 | visitante 1.53,Market edge primario: prob 0.727 | impl 0.725 | edge +0.003,Bias lado: -0.77 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,5.0,4.0,0.0,0.5,1.125,1.375,1.0,1.25,1.625,1.5,0.5,0.75,0.125,0.375,0.375,0.375,0.625,0.75,0.375,0.5,0.0,3.0,0.0,3.0,FT,0.0,3.0,1,WIN,WIN,0.38,0.3,0,SKIPPED,
57,WATCHLIST,WATCH,2026-05-09,Brazil,Serie A,1492253,Coritiba,Internacional,72.0,66.8,MEDIUM_HIGH,0-1 / 0-2 / 1-2,AWAY_WIN,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,16,10,0,6,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619,Actionable recommendation matched premium promoted-rule evidence.,0.5121,2.7,0.3703703703703703,0.1417296296296296,0.6737,1.42,0.7042253521126761,-0.0305253521126761,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.86 | visitante 1.46,Market edge primario: prob 0.512 | impl 0.370 | edge +0.142,Bias lado: -1.09 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,8.0,12.0,0.0,0.0,0.875,1.875,0.875,1.375,1.375,0.75,0.625,0.875,0.25,0.5,0.5,0.5,0.75,0.75,0.25,0.375,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,LOSS,WIN,-1.0,0.42,1,LOSS,-1.0
