target_date,file_name,path,pipeline_mode,candidate_version,status,detail,rows,snapshot_path
2026-05-20,vsigma_today_candidate_v7_competition_shortlist.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v7_competition_shortlist.csv,PRE,CANDIDATE_V7,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_candidate_v7_competition_shortlist.csv
2026-05-20,vsigma_today_candidate_v7_competition_top.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v7_competition_top.csv,PRE,CANDIDATE_V7,EMPTY_OK_NO_BET,empty output with headers is valid for a no-bet day,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_candidate_v7_competition_top.csv
2026-05-20,vsigma_today_baseline_vs_candidate_v2.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2.csv,PRE,COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_baseline_vs_candidate_v2.csv
2026-05-20,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv,PRE,COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv
2026-05-20,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv,PRE,COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv
2026-05-20,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv,PRE,COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv
2026-05-20,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv,PRE,COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv
2026-05-20,vsigma_today_match_script_forecasts.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_match_script_forecasts.csv,PRE,FORECAST,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_match_script_forecasts.csv
2026-05-20,vsigma_today_candidate_v2_match_script_forecasts.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_match_script_forecasts.csv,PRE,FORECAST_CANDIDATE_V2,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_candidate_v2_match_script_forecasts.csv
2026-05-20,vsigma_today_candidate_v4_match_script_forecasts.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_match_script_forecasts.csv,PRE,FORECAST_CANDIDATE_V4,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_candidate_v4_match_script_forecasts.csv
2026-05-20,vsigma_today_prelock_competition_top.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_prelock_competition_top.csv,PRELOCK,OFFICIAL_BASELINE_PRELOCK,EMPTY_OK_NO_BET,empty output with headers is valid for a no-bet day,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_prelock_competition_top.csv
2026-05-20,vsigma_today_prelock_comparison.csv,/home/runner/work/vsigma/vsigma/data/processed/vsigma_today_prelock_comparison.csv,PRELOCK,PRELOCK_COMPARISON,PASS,output is fresh for requested target date,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/vsigma_today_prelock_comparison.csv
2026-05-20,today_pipeline_report.csv,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/today_pipeline_report.csv,SNAPSHOT,GLOBAL_LATEST_CONTEXT,PASS,snapshot context file present,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/today_pipeline_report.csv
2026-05-20,today_post_results_report.csv,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/today_post_results_report.csv,SNAPSHOT,GLOBAL_LATEST_CONTEXT,PASS,snapshot context file present,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20/today_post_results_report.csv
