summary_scope,metric,rows_total,value_num,value_text
by_league,avg_execution_score,1,131.948199,Serie A
by_league,avg_primary_edge,1,0.154882,Serie A
by_market_primary,shortlist_rows,1,1.0,BTTS_YES
by_market_primary,result_available_rows,1,1.0,BTTS_YES
by_market_primary,pending_rows,1,0.0,BTTS_YES
by_market_primary,unmatched_rows,1,0.0,BTTS_YES
by_market_primary,bet_rows,1,1.0,BTTS_YES
by_market_primary,lean_play_rows,1,0.0,BTTS_YES
by_market_primary,premium_rows,1,1.0,BTTS_YES
by_market_primary,standard_rows,1,0.0,BTTS_YES
by_market_primary,wins,1,1.0,BTTS_YES
by_market_primary,losses,1,0.0,BTTS_YES
by_market_primary,pushes,1,0.0,BTTS_YES
by_market_primary,voids,1,0.0,BTTS_YES
by_market_primary,profit_units_total,1,0.91,BTTS_YES
by_market_primary,roi_percent,1,91.0,BTTS_YES
by_market_primary,avg_execution_score,1,143.103979,BTTS_YES
by_market_primary,avg_primary_edge,1,0.24104,BTTS_YES
by_market_primary,shortlist_rows,1,1.0,HOME_WIN
by_market_primary,result_available_rows,1,1.0,HOME_WIN
by_market_primary,pending_rows,1,0.0,HOME_WIN
by_market_primary,unmatched_rows,1,0.0,HOME_WIN
by_market_primary,bet_rows,1,1.0,HOME_WIN
by_market_primary,lean_play_rows,1,0.0,HOME_WIN
by_market_primary,premium_rows,1,1.0,HOME_WIN
by_market_primary,standard_rows,1,0.0,HOME_WIN
by_market_primary,wins,1,0.0,HOME_WIN
by_market_primary,losses,1,1.0,HOME_WIN
by_market_primary,pushes,1,0.0,HOME_WIN
by_market_primary,voids,1,0.0,HOME_WIN
by_market_primary,profit_units_total,1,-1.0,HOME_WIN
by_market_primary,roi_percent,1,-100.0,HOME_WIN
by_market_primary,avg_execution_score,1,131.948199,HOME_WIN
by_market_primary,avg_primary_edge,1,0.154882,HOME_WIN
