target_date,file_name,path,pipeline_mode,candidate_version,status,detail,rows,snapshot_path
2026-05-14,vsigma_today_prelock_comparison.csv,C:\vsigma\data\processed\vsigma_today_prelock_comparison.csv,PRELOCK,PRELOCK_COMPARISON,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_prelock_comparison.csv
2026-05-14,vsigma_execution_shortlist_results_ledger.csv,C:\vsigma\data\processed\vsigma_execution_shortlist_results_ledger.csv,POST,OFFICIAL_RESULTS,PASS,output is fresh for requested target date,3,C:\vsigma\data\processed\today\2026-05-14\vsigma_execution_shortlist_results_ledger.csv
2026-05-14,vsigma_execution_shortlist_results_summary.csv,C:\vsigma\data\processed\vsigma_execution_shortlist_results_summary.csv,POST,OFFICIAL_RESULTS,PASS,output is fresh for requested target date,128,C:\vsigma\data\processed\today\2026-05-14\vsigma_execution_shortlist_results_summary.csv
2026-05-14,vsigma_today_candidate_v2_results_ledger.csv,C:\vsigma\data\processed\vsigma_today_candidate_v2_results_ledger.csv,POST,CANDIDATE_V2_RESULTS,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v2_results_ledger.csv
2026-05-14,vsigma_today_candidate_v2_results_summary.csv,C:\vsigma\data\processed\vsigma_today_candidate_v2_results_summary.csv,POST,CANDIDATE_V2_RESULTS,PASS,output is fresh for requested target date,1,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v2_results_summary.csv
2026-05-14,vsigma_today_candidate_v4_results_ledger.csv,C:\vsigma\data\processed\vsigma_today_candidate_v4_results_ledger.csv,POST,CANDIDATE_V4_RESULTS,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v4_results_ledger.csv
2026-05-14,vsigma_today_candidate_v4_results_summary.csv,C:\vsigma\data\processed\vsigma_today_candidate_v4_results_summary.csv,POST,CANDIDATE_V4_RESULTS,PASS,output is fresh for requested target date,1,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v4_results_summary.csv
2026-05-14,vsigma_today_candidate_v5_results_ledger.csv,C:\vsigma\data\processed\vsigma_today_candidate_v5_results_ledger.csv,POST,CANDIDATE_V5_RESULTS,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v5_results_ledger.csv
2026-05-14,vsigma_today_candidate_v5_results_summary.csv,C:\vsigma\data\processed\vsigma_today_candidate_v5_results_summary.csv,POST,CANDIDATE_V5_RESULTS,PASS,output is fresh for requested target date,1,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v5_results_summary.csv
2026-05-14,vsigma_today_candidate_v6_results_ledger.csv,C:\vsigma\data\processed\vsigma_today_candidate_v6_results_ledger.csv,POST,CANDIDATE_V6_RESULTS,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v6_results_ledger.csv
2026-05-14,vsigma_today_candidate_v6_results_summary.csv,C:\vsigma\data\processed\vsigma_today_candidate_v6_results_summary.csv,POST,CANDIDATE_V6_RESULTS,PASS,output is fresh for requested target date,1,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_candidate_v6_results_summary.csv
2026-05-14,vsigma_today_baseline_vs_candidate_v2_results.csv,C:\vsigma\data\processed\vsigma_today_baseline_vs_candidate_v2_results.csv,POST,RESULT_COMPARISON,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_baseline_vs_candidate_v2_results.csv
2026-05-14,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4_results.csv,C:\vsigma\data\processed\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4_results.csv,POST,RESULT_COMPARISON,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4_results.csv
2026-05-14,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5_results.csv,C:\vsigma\data\processed\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5_results.csv,POST,RESULT_COMPARISON,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5_results.csv
2026-05-14,vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6_results.csv,C:\vsigma\data\processed\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6_results.csv,POST,RESULT_COMPARISON,PASS,output is fresh for requested target date,2,C:\vsigma\data\processed\today\2026-05-14\vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6_results.csv
2026-05-14,today_pipeline_report.csv,C:\vsigma\data\processed\today\2026-05-14\today_pipeline_report.csv,SNAPSHOT,GLOBAL_LATEST_CONTEXT,PASS,snapshot context file present,1,C:\vsigma\data\processed\today\2026-05-14\today_pipeline_report.csv
2026-05-14,today_post_results_report.csv,C:\vsigma\data\processed\today\2026-05-14\today_post_results_report.csv,SNAPSHOT,GLOBAL_LATEST_CONTEXT,PASS,snapshot context file present,1,C:\vsigma\data\processed\today\2026-05-14\today_post_results_report.csv
